survey_year,awardee_id,vaccine_type_code,vaccine_type,vaccine_patient_type,doses_ordered,doses_wasted,reported_loss_pct,calculated_loss_pct,reported_minus_calculated_pct,included_in_standard_analysis,synthetic_data_notice
2024,SYN-AWD-051,rota,Rotavirus,All publicly funded doses,8097,492,6.318,6.076,0.242,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,td,Td,All publicly funded doses,980,19,2.081,1.939,0.142,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,tdap,Tdap,All publicly funded doses,10046,302,2.851,3.006,-0.155,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,varicella,Varicella,All publicly funded doses,8137,320,4.167,3.933,0.234,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,mmrv,MMRV,All publicly funded doses,1993,64,3.148,3.211,-0.063,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,menb,MenB,All publicly funded doses,4543,186,3.995,4.094,-0.099,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,dengue,Dengue,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,All publicly funded doses,2755,64,2.214,2.323,-0.109,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,menabcwy,MenABCWY,All publicly funded doses,858,49,5.393,5.711,-0.318,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,menacwy,MenACWY,All publicly funded doses,10948,353,3.12,3.224,-0.104,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,nirsevimab,Nirsevimab,All publicly funded doses,5947,581,9.763,9.77,-0.007,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,mpox,Mpox,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,rsv_maternal,RSV Maternal,All publicly funded doses,2458,97,4.027,3.946,0.081,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,covid,COVID-19,All publicly funded doses,8482,748,8.735,8.819,-0.084,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-051,influenza,Influenza,All publicly funded doses,17043,1290,,7.569,,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dtap,DTaP,VFC pediatric doses only,7881,221,,2.804,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dtap_ipv,DTaP-IPV,VFC pediatric doses only,2816,105,3.847,3.729,0.118,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,3158,90,2.934,2.85,0.084,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,1421,37,2.53,2.604,-0.074,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,7036,281,4.002,3.994,0.008,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,hepa_hepb,HepA-HepB,VFC pediatric doses only,944,73,7.875,7.733,0.142,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,8635,310,3.668,3.59,0.078,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,hib,Hib,VFC pediatric doses only,7296,264,3.858,3.618,0.24,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,hpv,HPV,VFC pediatric doses only,11258,350,3.426,3.109,0.317,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,mmr,MMR,VFC pediatric doses only,7218,290,4.174,4.018,0.156,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,pcv,PCV,VFC pediatric doses only,9320,292,3.282,3.133,0.149,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,ppv23,PPSV23,VFC pediatric doses only,1102,52,4.938,4.719,0.219,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,polio,Polio,VFC pediatric doses only,6800,183,2.582,2.691,-0.109,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,rota,Rotavirus,VFC pediatric doses only,5992,203,,3.388,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,td,Td,VFC pediatric doses only,1037,101,,9.74,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,tdap,Tdap,VFC pediatric doses only,8316,232,2.637,2.79,-0.152,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,varicella,Varicella,VFC pediatric doses only,6221,274,4.511,4.404,0.106,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,mmrv,MMRV,VFC pediatric doses only,1828,95,5.427,5.197,0.23,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,menb,MenB,VFC pediatric doses only,4517,298,6.392,6.597,-0.205,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,1905,70,3.422,3.675,-0.252,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,menabcwy,MenABCWY,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,menacwy,MenACWY,VFC pediatric doses only,9490,357,3.893,3.762,0.131,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,nirsevimab,Nirsevimab,VFC pediatric doses only,4347,155,3.709,3.566,0.144,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,rsv_maternal,RSV Maternal,VFC pediatric doses only,2246,128,5.957,5.699,0.258,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,covid,COVID-19,VFC pediatric doses only,6874,1052,15.567,15.304,0.263,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-052,influenza,Influenza,VFC pediatric doses only,17099,1861,10.952,10.884,0.068,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dtap,DTaP,All publicly funded doses,9925,374,3.667,3.768,-0.101,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dtap_ipv,DTaP-IPV,All publicly funded doses,2601,108,4.247,4.152,0.095,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dtap_hepb_ipv,DTaP-HepB-IPV,All publicly funded doses,3514,99,2.901,2.817,0.084,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dtap_ipv_hib,DTaP-IPV-Hib,All publicly funded doses,1557,84,5.16,5.395,-0.235,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,hepa_pediatric,HepA Pediatric,All publicly funded doses,5699,229,3.671,4.018,-0.347,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,hepa_hepb,HepA-HepB,All publicly funded doses,685,47,6.844,6.861,-0.017,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,hepb_pediatric,HepB Pediatric,All publicly funded doses,7714,156,1.952,2.022,-0.07,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,hib,Hib,All publicly funded doses,6933,237,3.554,3.418,0.136,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,hpv,HPV,All publicly funded doses,9191,237,2.62,2.579,0.041,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,mmr,MMR,All publicly funded doses,7548,289,3.659,3.829,-0.17,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,pcv,PCV,All publicly funded doses,8207,305,3.71,3.716,-0.006,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,ppv23,PPSV23,All publicly funded doses,1078,48,4.342,4.453,-0.111,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,polio,Polio,All publicly funded doses,5615,134,2.491,2.386,0.105,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,rota,Rotavirus,All publicly funded doses,4348,207,4.5,4.761,-0.261,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,td,Td,All publicly funded doses,857,32,3.677,3.734,-0.057,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,tdap,Tdap,All publicly funded doses,6647,193,3.129,2.904,0.225,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,varicella,Varicella,All publicly funded doses,6378,210,3.328,3.293,0.036,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,mmrv,MMRV,All publicly funded doses,1654,57,3.719,3.446,0.273,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,menb,MenB,All publicly funded doses,3507,115,3.068,3.279,-0.211,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dengue,Dengue,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,All publicly funded doses,1631,39,2.316,2.391,-0.075,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,menabcwy,MenABCWY,All publicly funded doses,681,31,4.371,4.552,-0.181,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,menacwy,MenACWY,All publicly funded doses,6258,172,2.69,2.748,-0.059,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,nirsevimab,Nirsevimab,All publicly funded doses,3169,147,4.856,4.639,0.217,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,mpox,Mpox,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,rsv_maternal,RSV Maternal,All publicly funded doses,1536,54,3.472,3.516,-0.044,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,covid,COVID-19,All publicly funded doses,6081,510,8.506,8.387,0.119,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-053,influenza,Influenza,All publicly funded doses,11563,902,7.922,7.801,0.121,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dtap,DTaP,VFC pediatric doses only,6543,152,2.191,2.323,-0.132,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dtap_ipv,DTaP-IPV,VFC pediatric doses only,2258,113,4.949,5.004,-0.055,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,3237,125,3.781,3.862,-0.081,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,1600,57,3.702,3.562,0.14,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,7210,228,2.717,3.162,-0.445,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,hepa_hepb,HepA-HepB,VFC pediatric doses only,721,42,6.081,5.825,0.256,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,6689,186,2.906,2.781,0.125,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,hib,Hib,VFC pediatric doses only,4919,129,2.669,2.622,0.047,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,hpv,HPV,VFC pediatric doses only,8837,193,2.293,2.184,0.109,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,mmr,MMR,VFC pediatric doses only,6500,358,5.529,5.508,0.022,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,pcv,PCV,VFC pediatric doses only,6208,156,2.341,2.513,-0.172,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,ppv23,PPSV23,VFC pediatric doses only,962,28,3.07,2.911,0.159,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,polio,Polio,VFC pediatric doses only,5115,154,2.718,3.011,-0.293,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,rota,Rotavirus,VFC pediatric doses only,4695,232,4.904,4.941,-0.038,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,td,Td,VFC pediatric doses only,798,22,2.564,2.757,-0.193,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,tdap,Tdap,VFC pediatric doses only,7632,260,3.598,3.407,0.192,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,varicella,Varicella,VFC pediatric doses only,4834,170,3.264,3.517,-0.253,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,mmrv,MMRV,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,menb,MenB,VFC pediatric doses only,3755,145,4.09,3.862,0.229,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,1749,57,3.773,3.259,0.514,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,menabcwy,MenABCWY,VFC pediatric doses only,678,47,6.859,6.932,-0.073,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,menacwy,MenACWY,VFC pediatric doses only,6293,147,2.565,2.336,0.229,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,nirsevimab,Nirsevimab,VFC pediatric doses only,4064,234,5.965,5.758,0.207,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,rsv_maternal,RSV Maternal,VFC pediatric doses only,1903,98,5.137,5.15,-0.012,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,covid,COVID-19,VFC pediatric doses only,5629,568,10.435,10.091,0.344,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-054,influenza,Influenza,VFC pediatric doses only,11207,1338,11.563,11.939,-0.376,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dtap,DTaP,VFC pediatric doses only,13778,418,2.913,3.034,-0.121,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dtap_ipv,DTaP-IPV,VFC pediatric doses only,3198,122,3.833,3.815,0.018,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,6629,259,3.862,3.907,-0.045,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,2289,99,4.257,4.325,-0.068,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,9029,485,5.317,5.372,-0.054,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,hepa_hepb,HepA-HepB,VFC pediatric doses only,1141,69,6.192,6.047,0.145,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,10657,331,2.843,3.106,-0.263,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,hib,Hib,VFC pediatric doses only,10736,515,5.063,4.797,0.266,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,hpv,HPV,VFC pediatric doses only,11556,479,4.064,4.145,-0.081,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,mmr,MMR,VFC pediatric doses only,10247,357,3.625,3.484,0.141,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,pcv,PCV,VFC pediatric doses only,12793,406,2.937,3.174,-0.237,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,ppv23,PPSV23,VFC pediatric doses only,1837,93,5.561,5.063,0.499,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,polio,Polio,VFC pediatric doses only,8573,277,3.18,3.231,-0.051,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,rota,Rotavirus,VFC pediatric doses only,7141,236,3.004,3.305,-0.301,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,td,Td,VFC pediatric doses only,1233,43,3.527,3.487,0.039,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,tdap,Tdap,VFC pediatric doses only,11802,400,3.531,3.389,0.141,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,varicella,Varicella,VFC pediatric doses only,10359,341,3.146,3.292,-0.146,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,mmrv,MMRV,VFC pediatric doses only,1968,93,5.107,4.726,0.382,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,menb,MenB,VFC pediatric doses only,5865,279,4.522,4.757,-0.236,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,2844,161,5.412,5.661,-0.249,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,menabcwy,MenABCWY,VFC pediatric doses only,1021,94,9.146,9.207,-0.061,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,menacwy,MenACWY,VFC pediatric doses only,11457,408,3.621,3.561,0.06,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,nirsevimab,Nirsevimab,VFC pediatric doses only,5269,523,9.986,9.926,0.06,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,rsv_maternal,RSV Maternal,VFC pediatric doses only,3135,199,6.099,6.348,-0.249,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,covid,COVID-19,VFC pediatric doses only,12300,2180,17.678,17.724,-0.045,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-055,influenza,Influenza,VFC pediatric doses only,21903,2806,12.842,12.811,0.031,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,dtap,DTaP,All publicly funded doses,7295,229,,3.139,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,dtap_ipv,DTaP-IPV,All publicly funded doses,2017,65,3.07,3.223,-0.153,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,dtap_hepb_ipv,DTaP-HepB-IPV,All publicly funded doses,3899,135,3.431,3.462,-0.032,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,dtap_ipv_hib,DTaP-IPV-Hib,All publicly funded doses,1271,64,5.077,5.035,0.041,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,hepa_pediatric,HepA Pediatric,All publicly funded doses,6523,215,3.336,3.296,0.04,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,hepa_hepb,HepA-HepB,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,hepb_pediatric,HepB Pediatric,All publicly funded doses,6397,102,1.652,1.594,0.057,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,hib,Hib,All publicly funded doses,5753,277,4.809,4.815,-0.006,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-056,hpv,HPV,All publicly funded doses,10870,374,3.437,3.441,-0.003,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
